pair,type,metric,feature,is_bivariate_normal,recommendation,marginal_normality_x,marginal_normality_y,correlation
complexity_harmony_vs_popularity,metric_vs_numerical,complexity_harmony,popularity,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.84096689808979, 'p_value': 9.697278839544763e-32, 'is_normal': False}",0.07156001508337886
complexity_harmony_vs_duration_ms,metric_vs_numerical,complexity_harmony,duration_ms,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.9168982042018574, 'p_value': 4.548456566573656e-24, 'is_normal': False}",-0.08474339859954422
complexity_harmony_vs_danceability,metric_vs_numerical,complexity_harmony,danceability,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.9874275826466967, 'p_value': 4.242031005456319e-08, 'is_normal': False}",0.2810676251997701
complexity_harmony_vs_energy,metric_vs_numerical,complexity_harmony,energy,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.9580207653631075, 'p_value': 3.313855598675532e-17, 'is_normal': False}",0.2360824914813818
complexity_harmony_vs_key,metric_vs_numerical,complexity_harmony,key,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.9317291650109623, 'p_value': 5.757593365786803e-22, 'is_normal': False}",0.06643428413120904
complexity_harmony_vs_loudness,metric_vs_numerical,complexity_harmony,loudness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.8167679847838487, 'p_value': 1.4569444134067488e-33, 'is_normal': False}",0.16383131496525982
complexity_harmony_vs_mode,metric_vs_numerical,complexity_harmony,mode,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.6066940365614342, 'p_value': 2.5648984383431904e-44, 'is_normal': False}",-0.08569053935145678
complexity_harmony_vs_speechiness,metric_vs_numerical,complexity_harmony,speechiness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.617766898913064, 'p_value': 6.904896338964857e-44, 'is_normal': False}",0.1077343412230388
complexity_harmony_vs_acousticness,metric_vs_numerical,complexity_harmony,acousticness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.8567434995670484, 'p_value': 1.982471133369035e-30, 'is_normal': False}",-0.3726848336733592
complexity_harmony_vs_instrumentalness,metric_vs_numerical,complexity_harmony,instrumentalness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.40073803510168393, 'p_value': 6.517196625659062e-51, 'is_normal': False}",-0.06613577327195161
complexity_harmony_vs_liveness,metric_vs_numerical,complexity_harmony,liveness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.7326608720240646, 'p_value': 1.0946497645708549e-38, 'is_normal': False}",-0.07749074933727028
complexity_harmony_vs_valence,metric_vs_numerical,complexity_harmony,valence,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.9755762294380704, 'p_value': 1.2159285071517048e-12, 'is_normal': False}",0.12510537525688117
complexity_harmony_vs_tempo,metric_vs_numerical,complexity_harmony,tempo,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.974913635139822, 'p_value': 7.542399851996708e-13, 'is_normal': False}",0.08276198635935399
complexity_harmony_vs_time_signature,metric_vs_numerical,complexity_harmony,time_signature,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.36515792762021193, 'p_value': 7.47983501710547e-52, 'is_normal': False}",0.09563853410669283
entropy_spectral_vs_popularity,metric_vs_numerical,entropy_spectral,popularity,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.84096689808979, 'p_value': 9.697278839544763e-32, 'is_normal': False}",0.13429750743143737
entropy_spectral_vs_duration_ms,metric_vs_numerical,entropy_spectral,duration_ms,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.9168982042018574, 'p_value': 4.548456566573656e-24, 'is_normal': False}",0.11281189827489797
entropy_spectral_vs_danceability,metric_vs_numerical,entropy_spectral,danceability,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.9874275826466967, 'p_value': 4.242031005456319e-08, 'is_normal': False}",0.4019601651273773
entropy_spectral_vs_energy,metric_vs_numerical,entropy_spectral,energy,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.9580207653631075, 'p_value': 3.313855598675532e-17, 'is_normal': False}",0.5595341974768573
entropy_spectral_vs_key,metric_vs_numerical,entropy_spectral,key,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.9317291650109623, 'p_value': 5.757593365786803e-22, 'is_normal': False}",0.07764273642269118
entropy_spectral_vs_loudness,metric_vs_numerical,entropy_spectral,loudness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.8167679847838487, 'p_value': 1.4569444134067488e-33, 'is_normal': False}",0.6770341452620203
entropy_spectral_vs_mode,metric_vs_numerical,entropy_spectral,mode,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.6066940365614342, 'p_value': 2.5648984383431904e-44, 'is_normal': False}",-0.1282005976662652
entropy_spectral_vs_speechiness,metric_vs_numerical,entropy_spectral,speechiness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.617766898913064, 'p_value': 6.904896338964857e-44, 'is_normal': False}",0.14060764064977713
entropy_spectral_vs_acousticness,metric_vs_numerical,entropy_spectral,acousticness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.8567434995670484, 'p_value': 1.982471133369035e-30, 'is_normal': False}",-0.5956838714728093
entropy_spectral_vs_instrumentalness,metric_vs_numerical,entropy_spectral,instrumentalness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.40073803510168393, 'p_value': 6.517196625659062e-51, 'is_normal': False}",-0.6288020881397256
entropy_spectral_vs_liveness,metric_vs_numerical,entropy_spectral,liveness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.7326608720240646, 'p_value': 1.0946497645708549e-38, 'is_normal': False}",0.0760156664582632
entropy_spectral_vs_valence,metric_vs_numerical,entropy_spectral,valence,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.9755762294380704, 'p_value': 1.2159285071517048e-12, 'is_normal': False}",0.24047993569614587
entropy_spectral_vs_tempo,metric_vs_numerical,entropy_spectral,tempo,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.974913635139822, 'p_value': 7.542399851996708e-13, 'is_normal': False}",0.11294800613759678
entropy_spectral_vs_time_signature,metric_vs_numerical,entropy_spectral,time_signature,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.36515792762021193, 'p_value': 7.47983501710547e-52, 'is_normal': False}",0.15260203208066095
complexity_spectral_vs_popularity,metric_vs_numerical,complexity_spectral,popularity,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.84096689808979, 'p_value': 9.697278839544763e-32, 'is_normal': False}",0.08129803705447071
complexity_spectral_vs_duration_ms,metric_vs_numerical,complexity_spectral,duration_ms,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.9168982042018574, 'p_value': 4.548456566573656e-24, 'is_normal': False}",0.10648954123564912
complexity_spectral_vs_danceability,metric_vs_numerical,complexity_spectral,danceability,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.9874275826466967, 'p_value': 4.242031005456319e-08, 'is_normal': False}",0.12554086557667785
complexity_spectral_vs_energy,metric_vs_numerical,complexity_spectral,energy,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.9580207653631075, 'p_value': 3.313855598675532e-17, 'is_normal': False}",0.3286204341766884
complexity_spectral_vs_key,metric_vs_numerical,complexity_spectral,key,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.9317291650109623, 'p_value': 5.757593365786803e-22, 'is_normal': False}",0.014180210535951983
complexity_spectral_vs_loudness,metric_vs_numerical,complexity_spectral,loudness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.8167679847838487, 'p_value': 1.4569444134067488e-33, 'is_normal': False}",0.4936623610897494
complexity_spectral_vs_mode,metric_vs_numerical,complexity_spectral,mode,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.6066940365614342, 'p_value': 2.5648984383431904e-44, 'is_normal': False}",-0.05711748189414828
complexity_spectral_vs_speechiness,metric_vs_numerical,complexity_spectral,speechiness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.617766898913064, 'p_value': 6.904896338964857e-44, 'is_normal': False}",0.031101843181868084
complexity_spectral_vs_acousticness,metric_vs_numerical,complexity_spectral,acousticness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.8567434995670484, 'p_value': 1.982471133369035e-30, 'is_normal': False}",-0.2900318971733012
complexity_spectral_vs_instrumentalness,metric_vs_numerical,complexity_spectral,instrumentalness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.40073803510168393, 'p_value': 6.517196625659062e-51, 'is_normal': False}",-0.5246577591898994
complexity_spectral_vs_liveness,metric_vs_numerical,complexity_spectral,liveness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.7326608720240646, 'p_value': 1.0946497645708549e-38, 'is_normal': False}",0.0725016452551118
complexity_spectral_vs_valence,metric_vs_numerical,complexity_spectral,valence,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.9755762294380704, 'p_value': 1.2159285071517048e-12, 'is_normal': False}",0.040726406043696685
complexity_spectral_vs_tempo,metric_vs_numerical,complexity_spectral,tempo,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.974913635139822, 'p_value': 7.542399851996708e-13, 'is_normal': False}",0.08807681386097603
complexity_spectral_vs_time_signature,metric_vs_numerical,complexity_spectral,time_signature,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}","{'statistic': 0.36515792762021193, 'p_value': 7.47983501710547e-52, 'is_normal': False}",0.07565118701477536
higuchi_fd_vs_popularity,metric_vs_numerical,higuchi_fd,popularity,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.84096689808979, 'p_value': 9.697278839544763e-32, 'is_normal': False}",-0.1083549446937002
higuchi_fd_vs_duration_ms,metric_vs_numerical,higuchi_fd,duration_ms,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.9168982042018574, 'p_value': 4.548456566573656e-24, 'is_normal': False}",-0.012769382377664253
higuchi_fd_vs_danceability,metric_vs_numerical,higuchi_fd,danceability,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.9874275826466967, 'p_value': 4.242031005456319e-08, 'is_normal': False}",-0.24707356247256942
higuchi_fd_vs_energy,metric_vs_numerical,higuchi_fd,energy,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.9580207653631075, 'p_value': 3.313855598675532e-17, 'is_normal': False}",0.11334807880608477
higuchi_fd_vs_key,metric_vs_numerical,higuchi_fd,key,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.9317291650109623, 'p_value': 5.757593365786803e-22, 'is_normal': False}",0.024530305465109772
higuchi_fd_vs_loudness,metric_vs_numerical,higuchi_fd,loudness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.8167679847838487, 'p_value': 1.4569444134067488e-33, 'is_normal': False}",0.041357053310878855
higuchi_fd_vs_mode,metric_vs_numerical,higuchi_fd,mode,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.6066940365614342, 'p_value': 2.5648984383431904e-44, 'is_normal': False}",0.07857725547283091
higuchi_fd_vs_speechiness,metric_vs_numerical,higuchi_fd,speechiness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.617766898913064, 'p_value': 6.904896338964857e-44, 'is_normal': False}",-0.1314427785826903
higuchi_fd_vs_acousticness,metric_vs_numerical,higuchi_fd,acousticness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.8567434995670484, 'p_value': 1.982471133369035e-30, 'is_normal': False}",0.06318499667425093
higuchi_fd_vs_instrumentalness,metric_vs_numerical,higuchi_fd,instrumentalness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.40073803510168393, 'p_value': 6.517196625659062e-51, 'is_normal': False}",-0.054398335223006106
higuchi_fd_vs_liveness,metric_vs_numerical,higuchi_fd,liveness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.7326608720240646, 'p_value': 1.0946497645708549e-38, 'is_normal': False}",0.1481437804841433
higuchi_fd_vs_valence,metric_vs_numerical,higuchi_fd,valence,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.9755762294380704, 'p_value': 1.2159285071517048e-12, 'is_normal': False}",0.14574384497123025
higuchi_fd_vs_tempo,metric_vs_numerical,higuchi_fd,tempo,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.974913635139822, 'p_value': 7.542399851996708e-13, 'is_normal': False}",0.012344307602081966
higuchi_fd_vs_time_signature,metric_vs_numerical,higuchi_fd,time_signature,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}","{'statistic': 0.36515792762021193, 'p_value': 7.47983501710547e-52, 'is_normal': False}",-0.0502577141371363
box_counting_fd_vs_popularity,metric_vs_numerical,box_counting_fd,popularity,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.84096689808979, 'p_value': 9.697278839544763e-32, 'is_normal': False}",0.06317051022957758
box_counting_fd_vs_duration_ms,metric_vs_numerical,box_counting_fd,duration_ms,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.9168982042018574, 'p_value': 4.548456566573656e-24, 'is_normal': False}",0.03184610567617021
box_counting_fd_vs_danceability,metric_vs_numerical,box_counting_fd,danceability,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.9874275826466967, 'p_value': 4.242031005456319e-08, 'is_normal': False}",-0.012532571193745996
box_counting_fd_vs_energy,metric_vs_numerical,box_counting_fd,energy,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.9580207653631075, 'p_value': 3.313855598675532e-17, 'is_normal': False}",0.20090080449760905
box_counting_fd_vs_key,metric_vs_numerical,box_counting_fd,key,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.9317291650109623, 'p_value': 5.757593365786803e-22, 'is_normal': False}",-0.007888814775242206
box_counting_fd_vs_loudness,metric_vs_numerical,box_counting_fd,loudness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.8167679847838487, 'p_value': 1.4569444134067488e-33, 'is_normal': False}",0.22726252220109633
box_counting_fd_vs_mode,metric_vs_numerical,box_counting_fd,mode,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.6066940365614342, 'p_value': 2.5648984383431904e-44, 'is_normal': False}",-0.06298554711732877
box_counting_fd_vs_speechiness,metric_vs_numerical,box_counting_fd,speechiness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.617766898913064, 'p_value': 6.904896338964857e-44, 'is_normal': False}",0.045305980316904915
box_counting_fd_vs_acousticness,metric_vs_numerical,box_counting_fd,acousticness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.8567434995670484, 'p_value': 1.982471133369035e-30, 'is_normal': False}",-0.20179948899349448
box_counting_fd_vs_instrumentalness,metric_vs_numerical,box_counting_fd,instrumentalness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.40073803510168393, 'p_value': 6.517196625659062e-51, 'is_normal': False}",-0.1476478633632949
box_counting_fd_vs_liveness,metric_vs_numerical,box_counting_fd,liveness,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.7326608720240646, 'p_value': 1.0946497645708549e-38, 'is_normal': False}",-0.008283850917066331
box_counting_fd_vs_valence,metric_vs_numerical,box_counting_fd,valence,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.9755762294380704, 'p_value': 1.2159285071517048e-12, 'is_normal': False}",-0.05159098754068929
box_counting_fd_vs_tempo,metric_vs_numerical,box_counting_fd,tempo,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.974913635139822, 'p_value': 7.542399851996708e-13, 'is_normal': False}",0.028693902362302747
box_counting_fd_vs_time_signature,metric_vs_numerical,box_counting_fd,time_signature,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}","{'statistic': 0.36515792762021193, 'p_value': 7.47983501710547e-52, 'is_normal': False}",0.047849960287911546
entropy_amplitude_vs_complexity_amplitude,metric_vs_metric,entropy_amplitude,complexity_amplitude,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}",-0.9296142391151601
entropy_amplitude_vs_entropy_flux,metric_vs_metric,entropy_amplitude,entropy_flux,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}",0.39741466080610344
entropy_amplitude_vs_complexity_flux,metric_vs_metric,entropy_amplitude,complexity_flux,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}",-0.12956211867959294
entropy_amplitude_vs_entropy_harmony,metric_vs_metric,entropy_amplitude,entropy_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}",0.10973888474615771
entropy_amplitude_vs_complexity_harmony,metric_vs_metric,entropy_amplitude,complexity_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}",-0.14142310931265564
entropy_amplitude_vs_entropy_spectral,metric_vs_metric,entropy_amplitude,entropy_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}",0.26125424585749946
entropy_amplitude_vs_complexity_spectral,metric_vs_metric,entropy_amplitude,complexity_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}",0.3177438852109652
entropy_amplitude_vs_higuchi_fd,metric_vs_metric,entropy_amplitude,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",0.17244519716230142
entropy_amplitude_vs_box_counting_fd,metric_vs_metric,entropy_amplitude,box_counting_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.8557200974988819, 'p_value': 1.6174661160977374e-30, 'is_normal': False}",0.07845872596711718
complexity_amplitude_vs_entropy_flux,metric_vs_metric,complexity_amplitude,entropy_flux,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}",-0.5191015897863615
complexity_amplitude_vs_complexity_flux,metric_vs_metric,complexity_amplitude,complexity_flux,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}",0.3021906321717827
complexity_amplitude_vs_entropy_harmony,metric_vs_metric,complexity_amplitude,entropy_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}",-0.08301048974391417
complexity_amplitude_vs_complexity_harmony,metric_vs_metric,complexity_amplitude,complexity_harmony,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}",0.16913601466545491
complexity_amplitude_vs_entropy_spectral,metric_vs_metric,complexity_amplitude,entropy_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}",-0.1677432526914698
complexity_amplitude_vs_complexity_spectral,metric_vs_metric,complexity_amplitude,complexity_spectral,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.7663089762360052, 'p_value': 8.082981115840243e-37, 'is_normal': False}",-0.26559310281177234
complexity_amplitude_vs_higuchi_fd,metric_vs_metric,complexity_amplitude,higuchi_fd,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.9656370628022828, 'p_value': 1.9853157042977833e-15, 'is_normal': False}",-0.14628357436188658
