genre_acoustic,genre_blues,genre_classical,genre_country,genre_disco,genre_hip-hop,genre_jazz,genre_metal,genre_pop,genre_reggae,genre_rock
0.25377085631559293,0.30638860509877713,5.217847884545056e-07,0.1476537742251974,1.569391363908873e-07,0.021161411906239953,1.4762621437027887e-09,4.72055311300197e-34,0.05144951939703681,0.5364725029986841,5.721767389053566e-05
0.5757684007377195,0.3875786457246879,0.0012950831694035678,0.1493238506790169,1.5325277880948242e-16,0.033668405156080834,5.91825390839012e-07,4.278111803843707e-51,0.12314717041353199,0.002177752216672431,0.00010722972896027973
5.9553115332867175e-05,0.0005197569413483458,4.0523020255737166e-23,0.8056175991480932,2.2023205088710936e-19,0.7885462301280133,0.5311354904805068,1.6392921243442773e-06,0.09432301536110427,2.733768012860198e-10,0.04099007351776006
0.0022136265628140556,0.3998599472107871,8.414561576111956e-25,0.5486164274434521,1.3522527104967945e-13,0.05625864629648156,4.5580204195801066e-07,0.03671385564673828,0.7590971212768953,3.6756539535055384e-17,0.04484482654621208
0.00022191049574490622,0.8274786737600675,3.542544851628092e-23,0.002512440014907825,0.04027015673920524,4.96620128382683e-11,0.5637749253481892,3.3429094203117963e-06,0.33187536901616105,0.01576353270645926,0.6215833216834692
0.02573381603784544,0.9214547871689701,1.719867812977459e-23,0.011052337594058617,0.0005574724372276942,0.021610748575692295,0.9609334715415919,2.9882426760326843e-06,0.763075634258313,0.008523753096341076,0.34911628090597147
0.1904864839756597,0.6299084869281849,1.1583728109038445e-128,0.4928351136727528,4.3729377038408326e-07,1.0894090869281038e-06,2.7315751200759563e-07,0.015825634318008763,8.048865296689512e-05,6.45795278763838e-08,0.0028334427194816442
0.6732761589754173,0.010185893284456154,6.932045304214696e-64,0.0004411119749697259,0.055089433169097916,0.1460678561376707,0.05570323984906952,5.548014465311541e-07,0.512023569621155,0.4247701531604925,0.036387306519301416
0.16898919197166165,0.5026879193981393,4.310959031341797e-11,0.1818578421788679,0.060469522752884385,1.0048767746707063e-07,0.4164240858152752,6.490188329848494e-05,0.0002350323598370062,4.934500401712622e-05,0.37351179148679264
0.8187230164297604,0.05182553981589434,1.1490363307817026e-05,0.1539111263858457,0.5670325141122514,0.0027620738007157132,0.008098374600871122,0.0007153481282725578,0.009201496729661203,0.20140230520313998,0.7930139612340685
