popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.13120124496212054,0.20841978319069865,-0.2508944308124694,0.41895298389502966,-0.00674857861203125,0.3667398302117724,-0.043787905463351165,-0.023869105618182243,-0.31854546719075866,-0.19501726995780033,0.13647121182877375,-0.10268918031873112,0.06652215550691085,0.07463272820929445
-0.1380850429736794,-0.24289584580573026,0.370263281081125,-0.3233494629927797,0.01283174447791104,-0.28581839492066385,0.01798757826831438,0.038910029172973856,0.2569529923078032,0.12264565371726124,-0.1250401044166062,0.25207871749405286,-0.061600997465441225,-0.03517399916109379
0.06235880792788936,0.12413690496876992,-0.5200839720880983,-0.3044562354109618,-0.07414268695568427,-0.25792887024661126,0.013614638015391409,-0.08761399206800191,0.316054536084935,0.2578994034776836,-0.023409921592974857,-0.5699457795052895,-0.10243758946620758,-0.10345837628495917
-0.01908682700386711,-0.14272133563142023,0.5066916307272384,0.4935999379398638,0.08591601444949919,0.3711645130004459,-0.060048413184515204,0.16100760960729893,-0.43219663950841214,-0.25096432058822693,0.07504057460026649,0.5951030186850486,0.16036296978326237,0.1410608554105576
-0.07892883123222658,-0.023627824633762593,-0.29552130849855796,-0.2270834263714948,-0.06519547226025933,-0.20770947266895048,0.09185204051958923,-0.17493668632004522,0.4145653832283929,0.08682133591879647,0.06661192654635191,-0.01744692569145264,-0.06946566904387705,-0.08313969083431794
0.07156001508337889,-0.08474339859954419,0.28106762519977013,0.23608249148138177,0.06643428413120905,0.16383131496525982,-0.08569053935145679,0.10773434122303878,-0.3726848336733591,-0.06613577327195165,-0.07749074933727029,0.12510537525688117,0.082761986359354,0.09563853410669274
0.13429750743143737,0.11281189827489795,0.4019601651273772,0.5595341974768571,0.07764273642269116,0.6770341452620207,-0.1282005976662653,0.14060764064977713,-0.5956838714728094,-0.6288020881397258,0.07601566645826321,0.24047993569614584,0.1129480061375968,0.1526020320806608
0.08129803705447064,0.10648954123564922,0.12554086557667787,0.32862043417668846,0.014180210535951986,0.4936623610897495,-0.05711748189414828,0.031101843181868115,-0.2900318971733011,-0.5246577591898995,0.07250164525511177,0.04072640604369673,0.088076813860976,0.07565118701477523
-0.10835494469370022,-0.012769382377664274,-0.2470735624725694,0.11334807880608484,0.024530305465109765,0.04135705331087882,0.0785772554728309,-0.1314427785826903,0.06318499667425093,-0.054398335223006154,0.14814378048414328,0.14574384497123025,0.012344307602081935,-0.050257714137136235
0.06317051022957759,0.031846105676170224,-0.012532571193746015,0.200900804497609,-0.007888814775242212,0.22726252220109636,-0.06298554711732877,0.04530598031690494,-0.20179948899349442,-0.14764786336329497,-0.008283850917066328,-0.051590987540689304,0.028693902362302737,0.04784996028791148
