genre_acoustic,genre_blues,genre_classical,genre_country,genre_disco,genre_hip-hop,genre_jazz,genre_metal,genre_pop,genre_reggae,genre_rock
-0.03448570883964301,0.030909461302820004,-0.15081345743624772,0.04374348080408435,-0.15752550834894677,-0.06959106338597534,-0.1812633658783796,0.35564706634552634,0.05882208766314366,-0.018683243944183966,0.1211841275736754
0.01691299135151921,-0.026112006180282962,0.09701218284505518,-0.04356404459248445,0.24565742598775656,0.06413623227847369,0.15009269981624107,-0.4319929227699929,-0.04657527723834515,0.09244232812188913,-0.1166869883179045
0.12090233492300667,-0.10461000119947991,0.2927449074877889,0.007438212363943736,-0.26716155649678336,-0.00810665951775192,0.018928547921042743,0.14413374941351578,0.05053776821222124,-0.18910263773870706,-0.061713510450740465
-0.0922954608783284,0.025442954158945534,-0.3034609079192223,-0.018129589137676927,0.22093657641830833,0.05765575340917932,-0.15158335735998252,-0.06307882769875386,0.009269350521382391,0.25052377334839737,0.06058248299740374
0.11127085372685788,0.0065874470041103715,0.29312444865816684,0.09115031249790301,-0.06193463732928839,-0.1967049819081173,0.017446894918011394,-0.1398197587011411,-0.029324062160126042,-0.07288084168845532,-0.014919345602990759
-0.06733543808144794,0.00298039654755106,-0.2951546752080774,-0.07669433553932492,0.10404462555469995,0.06935158454416539,0.0014805744537107843,0.1405072354263401,0.009111509110009776,0.07938868860251666,0.028295825961821962
0.0395556588203952,-0.014564179549041253,-0.6423419561735338,0.020727506325934605,0.15181865450849208,0.14655212008836513,-0.1544649627788106,0.07283770625332844,0.11876043778389045,0.16231037369184198,0.09005123418146146
-0.012744790260196898,0.07754937235349874,-0.4786147698942844,0.10592347821043227,-0.05793143916695846,0.04391531449229048,0.05778611084756553,0.1504627885559188,0.019817462261240246,0.024122698059922745,0.0631885519189011
-0.04155775505200272,0.020257928754908092,0.19732204976018408,0.040338054927372545,0.05670075300373034,-0.15994560545474665,-0.02455981866619497,0.12029442964414434,-0.11083271005622454,-0.12222152268284789,0.026894397595295425
-0.006927527014059593,-0.05872768655149571,-0.13202529509810249,-0.04307892125918153,0.017301347854968688,0.09028539089771308,-0.07991073253220354,0.10200933170939817,0.07860312081739498,0.03860234785474008,-0.007931351306777253
