metric,genre,jsd,mean_group1,mean_group2,std_group1,std_group2,n_group1,n_group2
entropy_harmony,blues,0.20361248514107536,0.8214337116799147,0.8200120054981803,0.053722779600323185,0.06295388767938356,100,997
entropy_harmony,country,0.2681966459938828,0.8380204479423781,0.8183483408780735,0.04501033057432009,0.06335271289405515,100,997
entropy_harmony,classical,0.4983002053402679,0.87860712878706,0.8144704491573324,0.0476844221109706,0.060455695069825954,97,1000
entropy_harmony,hip-hop,0.3519859919038124,0.7815585503684735,0.8240115201733499,0.08846146900520277,0.05751493807939348,100,997
entropy_harmony,jazz,0.19266330610063537,0.8235637577403458,0.8197983599555091,0.05606740891582756,0.06274150142337014,100,997
entropy_harmony,metal,0.31238288895439553,0.7927164054039644,0.8228923772410038,0.06368533258437668,0.06135162605402417,100,997
entropy_harmony,pop,0.21529950966844233,0.8143897837357044,0.8207185178295956,0.05898889852256347,0.06245577530890099,100,997
entropy_harmony,reggae,0.289268287485606,0.8058462604023839,0.8215754409322353,0.04742160118500203,0.06327835055397629,100,997
entropy_harmony,rock,0.1936200015762566,0.8172152229290615,0.8204351237279549,0.05184456136908641,0.06310418977121648,100,997
entropy_harmony,disco,0.20657893697480312,0.8079933234627512,0.8213600885691095,0.05210684536382901,0.06296087059230124,100,997
complexity_harmony,acoustic,0.27211501288776047,0.24882267036517253,0.26040021705140837,0.0442293706689794,0.04990898927468915,100,997
complexity_harmony,blues,0.273931886116368,0.25981056579885464,0.25929812122054763,0.04095546527526722,0.05030740464596512,100,997
complexity_harmony,country,0.2925108732461738,0.24736020338054118,0.2605469038101477,0.04468113266916382,0.04983250479395124,100,997
complexity_harmony,classical,0.4462118985524736,0.21244432050471077,0.26389418434781453,0.06887347728243298,0.04471406607731548,97,1000
complexity_harmony,hip-hop,0.28440335420009666,0.2701820515013837,0.25825785184215955,0.043439568464520094,0.049970453351278595,100,997
complexity_harmony,jazz,0.2400168873475651,0.2595761962799093,0.2593216286948651,0.04764457213348665,0.04971865364431078,100,997
complexity_harmony,metal,0.3053596297147954,0.2813011807207713,0.2571425931441267,0.04268785685129965,0.049630630253371555,100,997
complexity_harmony,pop,0.25786225306603333,0.2607686433653641,0.2592020251757623,0.046049933084192564,0.04986559302345919,100,997
complexity_harmony,reggae,0.34348564316898406,0.27175049835879567,0.25810053520651144,0.03767582426993285,0.050393353939563804,100,997
complexity_harmony,rock,0.2483629535539006,0.26376647832880495,0.25890133962275924,0.04497702586347013,0.04994345807240469,100,997
complexity_harmony,disco,0.27995272837870977,0.2756033553785475,0.257714090169425,0.04364650373473664,0.049789830791277544,100,997
entropy_spectral,acoustic,0.2629419426398382,0.7043210886781833,0.6897122030926052,0.09671050849163092,0.10722562927286587,100,997
entropy_spectral,blues,0.2640032933465756,0.686155332235638,0.6915342448621686,0.08419670852959116,0.10834754159484718,100,997
entropy_spectral,country,0.2835338574457403,0.6980012687603427,0.6903460867353174,0.06444573671121848,0.109673593845489,100,997
entropy_spectral,classical,0.7719390348112166,0.47179884383533893,0.7123106874991179,0.1250158102064616,0.07607351183048404,97,1000
entropy_spectral,hip-hop,0.41251211382497777,0.7402353063508261,0.6861099746399831,0.04681364729666789,0.10936780612984981,100,997
entropy_spectral,jazz,0.4557254098518654,0.6391965158229754,0.6962442565384637,0.0920275276036818,0.1063376584035012,100,997
entropy_spectral,metal,0.4281230333081292,0.7154924739925442,0.6885917030610746,0.038425481025878845,0.1106059354963365,100,997
entropy_spectral,pop,0.27297434375301444,0.7309068059878834,0.6870456316472994,0.062321881552355095,0.10901770714817711,100,997
entropy_spectral,reggae,0.381678021826268,0.745524690161741,0.6855794446689786,0.04913702463227436,0.10898889727874392,100,997
entropy_spectral,rock,0.35147527344374124,0.7212703322656023,0.6880121786605672,0.05994088151022109,0.10949159860508863,100,997
entropy_spectral,disco,0.3650347688988821,0.7420030607354424,0.6859326672794398,0.07860679676475095,0.107449569147939,100,997
complexity_spectral,acoustic,0.268658723995713,0.41589533690865116,0.41728012764390526,0.02912988152814002,0.03150825120194047,100,997
complexity_spectral,blues,0.23964005668299984,0.4248119446583267,0.4163857838375185,0.02145630121324019,0.032016402629657686,100,997
complexity_spectral,country,0.27300422205996083,0.4276139062121034,0.4161047445643213,0.015504358257988071,0.03226930514654737,100,997
complexity_spectral,classical,0.5278357776817088,0.3690929115825414,0.4218158085283321,0.05688831586094258,0.022738161082534607,97,1000
complexity_spectral,hip-hop,0.23389418912187654,0.4214905593960108,0.41671892177757025,0.0173177150565687,0.03233266817529492,100,997
complexity_spectral,jazz,0.2438753362986415,0.42286030962897714,0.4165815345927191,0.025795365823276385,0.03174196176909902,100,997
complexity_spectral,metal,0.37064428128535115,0.4320121923060876,0.4156635924987261,0.011667591455601622,0.03223924080306471,100,997
complexity_spectral,pop,0.2524881900863706,0.41911088069105185,0.416957605699833,0.023034526131704668,0.03200197352915428,100,997
complexity_spectral,reggae,0.23128679846430805,0.41953602554843256,0.41691496328685596,0.01998686120115068,0.03220178579882665,100,997
complexity_spectral,rock,0.25929975278570505,0.423393804226296,0.4165280246030181,0.025470415388944314,0.03175695064264471,100,997
complexity_spectral,disco,0.35180374774425915,0.4114331257073837,0.4177276914554666,0.02605743614252338,0.03172039246767588,100,997
higuchi_fd,acoustic,0.23002998052948503,1.71824537853041,1.7285364360276056,0.06576630882590674,0.07180529323617588,100,997
higuchi_fd,blues,0.2401095535599536,1.7321575568057617,1.7271410319879514,0.06413801526273608,0.07200272526065253,100,997
higuchi_fd,country,0.19577226898848168,1.7366767706670123,1.7266877507581369,0.059261518839130146,0.072369863329757,100,997
higuchi_fd,classical,0.3790202313597059,1.772756735420258,1.7232179612367986,0.06534872701848454,0.07036466651735443,97,1000
higuchi_fd,hip-hop,0.3431237379474318,1.6916011229142571,1.7312088789178914,0.07823171633338202,0.0695995433563879,100,997
higuchi_fd,jazz,0.25944895966605863,1.7220709177261115,1.7281527309929312,0.08610400363441995,0.06967984104891597,100,997
higuchi_fd,metal,0.31673941534426336,1.7546716753708922,1.7248828455721912,0.058478786107197506,0.0719353194823894,100,997
higuchi_fd,pop,0.27132757432997284,1.7026544238619132,1.7301002228549371,0.07592973753901437,0.07038312484110848,100,997
higuchi_fd,reggae,0.3623124999974879,1.7000912686584362,1.7303573096356268,0.05360116292454715,0.072293942615026,100,997
higuchi_fd,rock,0.2995299203665509,1.7336511540927326,1.7269912228317856,0.06495390206581901,0.0719178173884553,100,997
higuchi_fd,disco,0.2293100164332873,1.740359343740459,1.7263183853545816,0.06728068348120128,0.07160759311452493,100,997
box_counting_fd,acoustic,0.2117463189345215,1.8552832659068954,1.8554250413375164,0.004609972097827171,0.006008691719728649,100,997
box_counting_fd,blues,0.21453066791737227,1.8543197866364438,1.8555216791780833,0.004353744565058454,0.006016866971801661,100,997
box_counting_fd,country,0.2390305124268841,1.8546108525540383,1.855492485003801,0.003691359379774416,0.0060657449312021775,100,997
box_counting_fd,classical,0.2833434309115459,1.8529150229132394,1.8556543355816093,0.0056488263805714355,0.005862874117523761,97,1000
box_counting_fd,hip-hop,0.19483396508175033,1.8570914192420305,1.8552436819257678,0.006695183697195309,0.005783728044558852,100,997
box_counting_fd,jazz,0.24556372665217413,1.8539257834930225,1.8555611980490385,0.005794431696260566,0.005885339510109525,100,997
box_counting_fd,metal,0.23051981873325428,1.8573094837043982,1.8552218098633435,0.008813510324398905,0.005486336739033362,100,997
box_counting_fd,pop,0.1988492649551934,1.8568741298522928,1.8552654762477074,0.005257201371667935,0.005935932400516442,100,997
box_counting_fd,reggae,0.14875961968612866,1.8561301183300176,1.8553401012750168,0.005543346223452406,0.005925139972805287,100,997
box_counting_fd,rock,0.20412867162935036,1.8552645948466935,1.8554269140617092,0.005569137527730066,0.0059273385862444565,100,997
box_counting_fd,disco,0.16555810942201474,1.85573392125026,1.855379840199767,0.005896013731576756,0.005895065378111753,100,997
