genre_acoustic,genre_blues,genre_classical,genre_country,genre_disco,genre_hip-hop,genre_jazz,genre_metal,genre_pop,genre_reggae,genre_rock
-0.05316448091515454,0.014981262680756493,-0.08734812751375771,0.04554383861693262,-0.1919361771489176,-0.06391538704453588,-0.18343546067452307,0.3785519058691554,0.05179436543634036,-0.05347450704539717,0.14121190190405986
0.018961598159355345,-0.023301963982752086,0.07219021101543296,-0.056804787734777616,0.23708998289231917,0.06362536260011535,0.15778329860767368,-0.38212220678840103,-0.056564767504912364,0.10759906888001275,-0.13747158665532624
0.13945175355171463,-0.10689900987623908,0.2605336604287311,0.01982167064970585,-0.2598619022007855,-0.008270697087440331,0.02804236352259092,0.13415130680885687,0.07020591723558783,-0.21417805178309812,-0.05944501026329545
-0.10531887669629278,0.005450459386523557,-0.2548050832905682,-0.03429289034199867,0.24951102978784628,0.05401455256259399,-0.18209534772444205,-0.06892580934297311,-0.007830659999354027,0.2850940288653707,0.055724696700383956
0.12839082129209067,0.010570890956982383,0.2991229782833291,0.08351703915019856,-0.08214692367138439,-0.14111189347494932,0.006490547049273006,-0.14499222052443764,-0.026692249729598848,-0.09964839876572608,-0.02942247984431615
-0.08728735692766533,-0.013491137087009686,-0.22497592587379805,-0.08346703493564331,0.09378790481984937,0.0634253457418943,0.0003800320306199911,0.14632233263160763,-0.0019901677392994274,0.0744962788444293,0.02973250597455878
0.03474292827299603,-0.06002505915213648,-0.42952161646724535,-0.036683091797740194,0.18892592343269085,0.15877338205586786,-0.2148381074152276,0.010230862298006602,0.10948922819020164,0.18427553147905146,0.048774110877202535
-0.03625305555256494,0.07704649378674767,-0.27569157692705587,0.09907835071979611,-0.10456881347796387,-0.013661151416497574,0.055964716930249216,0.18176531990837733,-0.024182038158924692,-0.0369131111846944,0.0736562080399009
-0.05764485867030331,0.0269222691777336,0.21060885767138346,0.030627581484698803,0.0664556012949628,-0.1454022554142158,-0.014046183900492887,0.1341413062707804,-0.10774908176853709,-0.15837334869932743,0.017331460804239356
-0.010320869907660134,-0.060115066874946776,-0.12673843254825212,-0.031687670835679395,0.012411046080819988,0.09387791261938536,-0.11440464274096716,0.09930837033242745,0.10296867884619064,0.04318363978805859,-0.010210860635388565
