genre_acoustic,genre_blues,genre_classical,genre_country,genre_disco,genre_hip-hop,genre_jazz,genre_metal,genre_pop,genre_reggae,genre_rock
0.07839126144468075,0.6201368705786416,0.0037880415252077174,0.13167753255807765,1.459483205207478e-10,0.034285998942638465,9.319799800916837e-10,1.0592389353368844e-38,0.08640466996444818,0.07666449466308313,2.6622586293376266e-06
0.530418486626736,0.4407016433701646,0.01678398085682679,0.05999849776658702,1.7565390413047285e-15,0.03511171615611775,1.4970828991307584e-07,1.844977400953179e-39,0.061089818205132984,0.00035685328731807696,4.883852663441777e-06
3.548981844072328e-06,0.00039004148304131315,1.7675953041503378e-18,0.5119339477618707,2.175873750970921e-18,0.7843720091811481,0.3534519519267695,8.260257783195532e-06,0.020044791488788755,7.5519383636941e-13,0.049025044580938544
0.00047582345890344004,0.8569012442918141,1.0201605804741227e-17,0.25643676041328484,4.9600483598589415e-17,0.07373061232370325,1.2386167789137658e-09,0.022430139272854217,0.795583161364585,5.833475573062011e-22,0.06503947997962761
1.9968117935927814e-05,0.7265420958030189,4.118715602795406e-24,0.005642739353880972,0.00648316979011424,2.7063542309577747e-06,0.8299774235283338,1.4190184272195246e-06,0.3771156872175593,0.0009500360772392195,0.3302544672866282
0.0038125164378647247,0.6553439346618833,4.707265021855737e-14,0.005671597578359324,0.0018730073800893791,0.03569100225634941,0.9899687109789101,1.1328609870618978e-06,0.9475042207139797,0.013586746234034575,0.3251819689146006
0.2502446301401795,0.04685426241049546,1.8001021491910823e-50,0.22474628672876606,2.8419852897632633e-10,1.2481323551606356e-07,6.400159706859557e-13,0.7350023780580512,0.00027994411256817284,7.789291100292125e-10,0.10640469121962556
0.2302315658149682,0.010687859484457482,1.383323711331294e-20,0.0010164995617713225,0.0005224222119556257,0.6512861956370155,0.06389010957669515,1.3280573222374885e-09,0.423631463161496,0.22185087491160477,0.014683183957676628
0.05630527264540597,0.37301657177431957,1.830723443331218e-12,0.31082278710474226,0.027736068687348903,1.3241223543013107e-06,0.6421348067933386,8.273189373649607e-06,0.00035009348938854715,1.3434844929480417e-07,0.5663577969907445
0.7327597152403313,0.046524765216111735,2.554798536687037e-05,0.29436509751331685,0.6813561043438704,0.0018540895491617538,0.00014625171356079318,0.0009891799446733508,0.0006363723791584836,0.15291197435132223,0.7355010542078475
