popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.1295842464047622,0.22572109275335037,-0.31265351456468304,0.382829408104302,-0.007293926102215093,0.3187861503713201,-0.034964147712179,-0.01568898896123104,-0.3297135944562699,-0.04129762635566394,0.1267705058668356,-0.1343170648997628,0.08539442200253146,0.0650911414903136
-0.14050581232678347,-0.2492503104742439,0.3895299724345558,-0.29605146845145225,0.021837302688261177,-0.2627659426538732,0.01509870046293444,0.07267527844247207,0.27162960948829523,0.04077813229492361,-0.1133214436115432,0.2426923156841573,-0.056097223217256714,-0.03382975207055769
0.08003240597502806,0.07429963870790614,-0.5109219163405336,-0.2859549399386982,-0.07258256373277577,-0.21555371136004395,0.006964012937178509,-0.12046834972112212,0.26362874525030744,0.11288857179458332,0.011690873544135187,-0.5744114263789808,-0.12146938237384848,-0.10967295972841223
-0.028643685388745486,-0.07320604435492821,0.516604922470232,0.4922675791139532,0.08700813287726873,0.36640622071862566,-0.056702674303147425,0.23566908723375815,-0.39915323339984793,-0.10398187588757989,0.019528714282504443,0.6142164103424568,0.1652839761362675,0.16734627904541563
-0.09002056924965314,-0.0919653852498985,-0.2885110874651155,-0.2400651446855274,-0.06416182382999892,-0.19635456997546671,0.11175439726342926,-0.1504312969403556,0.44315807306349464,-0.05084397071078492,0.05528290179597506,-0.05529179593673464,-0.05767170801801737,-0.1116671292087248
0.061566653988701175,-0.006031805790267043,0.2577853408921306,0.2109902255254499,0.06390341427958868,0.12908731431495377,-0.08619166701644126,0.1276480245648325,-0.3755011908297245,0.12203577334316923,-0.05721087830162408,0.12549178153064458,0.07009190940206941,0.10486694918671578
0.09970671654541183,0.10192132705422248,0.3645327092026101,0.42066871962408836,0.08082406378966539,0.40412687454179524,-0.11811206079831896,0.14652201658040395,-0.45546343345829654,-0.35693433361375465,0.05698358859228443,0.24425589580391152,0.07182989977465229,0.13311573212206798
0.04935948600528089,0.042433704751031545,-0.002952996316038211,0.15283906915860648,-0.009037873340936904,0.16110102564086423,-0.01718790434408799,-0.0352209922061459,-0.16599097436004376,-0.12691832848023019,0.017592374853619433,-0.02345230194026593,0.0887548966850901,0.021605809379548223
-0.10079373020023734,-0.030252223787712026,-0.25194418090147,0.12294269131430763,0.020402249711454854,0.09413555673171538,0.06976920390804976,-0.0012557512381257804,0.06609838432133712,-0.1570332397010881,0.0965864958624524,0.12139240336235396,0.04327271889757294,-0.04774756218510831
0.039407257950684255,0.04627129767746664,-0.003776515174893497,0.22522190105807807,-0.0014919187379356063,0.2453652996057676,-0.056579603513437604,0.06408148658583034,-0.24391401687504305,-0.20444917781766658,-0.011734935722602272,-0.05839531783069621,0.033762548527152825,0.05703191401900193
