popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1.6681264597674007e-05,3.865913834957991e-14,2.6569154871784e-26,1.3017430826011829e-39,0.8093149807985026,2.4738499992739497e-27,0.24723937976538035,0.6037088746402881,3.132920454455253e-29,0.17167483642899364,2.542680676494095e-05,8.04870759367796e-06,0.004650517592608365,0.03110619384776643
2.9889381632201023e-06,5.356702713159845e-17,4.5795452329864224e-41,1.2475750129632053e-23,0.46996581973989404,8.822635378483337e-19,0.6173974258915993,0.016061411926922977,5.2316912308625454e-20,0.17713350531096891,0.00016912663724755604,3.602999542884606e-16,0.06326279496417374,0.2629192536206969
0.00800200013930877,0.013836708179909143,5.523796206977363e-74,4.338842690388463e-22,0.016197372965441045,5.345766938391067e-13,0.817784973430379,6.332696390048381e-05,6.732561537172542e-19,0.00017917543336071857,0.6989153256955163,2.6082294427346183e-97,5.494194594932001e-05,0.0002733601933295982
0.34322104183219015,0.015302192688408945,7.096340907143323e-76,5.068497041234349e-68,0.003926826548686879,3.4441491777588654e-36,0.06046079626732678,2.608351570025439e-15,3.2607093332988666e-43,0.000561811788402631,0.5181922126958349,9.449894399198802e-115,3.6699646186910245e-08,2.465097543514961e-08
0.002842912622500967,0.002296234005900561,1.7907611887859856e-22,7.6116633991872225e-16,0.033597456487602984,5.38060351334348e-11,0.00020822763493973445,5.57863001179412e-07,5.579077567421494e-54,0.09234189972447313,0.06719959409457807,0.06715553252360933,0.0561904230929689,0.0002106370361252009
0.04147418374269189,0.841829849340762,4.120713150687696e-18,1.666702076921594e-12,0.03431975526946924,1.7981900898028787e-05,0.004279131110929709,2.231553687792285e-05,4.6353621797856886e-38,5.067474906971663e-05,0.05818887839234629,3.070670163069049e-05,0.020247873710766584,0.0005034134444929214
0.0009434682992145527,0.0007230307712488497,8.224165708260144e-36,2.8100244681572834e-48,0.007399606449775506,2.3729762642941795e-44,8.808662643437311e-05,1.0950089933586098e-06,2.75550377598403e-57,2.6462107980165146e-34,0.05919606358625054,2.2988379686649895e-16,0.017339004642783498,9.707035975584062e-06
0.10226572744279074,0.1601769657492113,0.9221745895200751,3.6507564854354483e-07,0.7649338270819767,8.102943716194116e-08,0.5695778019024478,0.24378193935719292,3.2037187072557273e-08,2.487532956690997e-05,0.5605278643952407,0.43775806297096276,0.0032598775018849303,0.474687269508407
0.0008284831774862411,0.3167927724590783,2.408848794656288e-17,4.448884045799368e-05,0.4996487110967819,0.0018009028474924736,0.0208324576760035,0.966861958256247,0.0285864928318723,1.7169500687955872e-07,0.0013605870129069816,5.554749141334598e-05,0.15206592824166967,0.11398208742588567
0.1921565394320434,0.1256151532467799,0.9005712362635249,4.4113725546464515e-14,0.9606343823000008,1.6680342118581765e-16,0.06102188925024385,0.03382060898293635,2.536862645782579e-16,8.133684655053396e-12,0.6978362542032917,0.05316775782282212,0.2638691977680624,0.05898071897789567
