popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,entropy_amplitude,complexity_amplitude,entropy_flux,complexity_flux,entropy_harmony,complexity_harmony,entropy_spectral,complexity_spectral,higuchi_fd,box_counting_fd,genre_acoustic,genre_blues,genre_classical,genre_country,genre_disco,genre_hip-hop,genre_jazz,genre_metal,genre_pop,genre_reggae,genre_rock
0.0,0.0033969490686479847,0.006410597408701003,0.0019136576604103358,0.26640249334170296,0.04787533489002317,0.003074775714349072,0.19569323505613015,8.666136450232064e-06,0.5093169739374753,0.7299737662612021,0.0679516233647943,0.6033749724965133,0.10435750651833228,1.6681264597674007e-05,2.9889381632201023e-06,0.00800200013930877,0.34322104183219015,0.0028429126225009717,0.04147418374269189,0.0009434682992145527,0.10226572744279074,0.0008284831774862411,0.1921565394320434,0.001971030868262786,0.771436804327168,1.8096748105730652e-07,2.232974185367506e-06,0.37098746254406734,4.6880029218728705e-07,1.418966280318762e-09,4.427217968244964e-06,4.4499000449178685e-15,0.0013377031338504702,0.012736195777086661
0.0033969490686479847,0.0,0.001714158113451742,2.9755916858041343e-06,0.7198261141661102,0.38314818366948755,0.8015971042673946,0.007760891693007639,1.911481556543781e-08,1.5429517072068282e-05,0.3567644067146136,2.602353265260209e-09,0.29423878425436223,0.6581480524418102,3.865913834957922e-14,5.356702713159961e-17,0.013836708179909143,0.015302192688408945,0.002296234005900561,0.841829849340762,0.0007230307712488516,0.16017696574921134,0.3167927724590783,0.1256151532467799,0.11608093755689604,0.0318178866908052,0.0878003572029452,0.08379114398381929,0.00013128670932763582,0.029680595956410045,5.94703703239773e-05,1.0277423390398576e-06,0.9058501948110584,0.35939904177647686,0.2462495772534955
0.006410597408700991,0.001714158113451742,0.0,3.521685271404755e-15,0.007617000927611927,1.4768620494111647e-16,3.069284780854846e-05,1.3942545590234926e-15,3.9082628953021226e-13,4.003712245563207e-09,0.042563155382596946,4.850258564987708e-71,0.008690856222289024,5.825982508636228e-13,2.6569154871783425e-26,4.5795452329864224e-41,5.523796206977836e-74,7.096340907143323e-76,1.7907611887859856e-22,4.120713150687519e-18,8.224165708260144e-36,0.9221745895200751,2.408848794656288e-17,0.9005712362635249,0.20556652915502213,0.49138235134184716,2.3136465149183927e-29,0.0281857837285135,4.170249572974737e-15,1.2820426594977867e-13,3.280463775864899e-05,3.9781381064333057e-16,0.0008010903697060525,1.0606992672763172e-29,0.030331877223236728
0.0019136576604103358,2.9755916858041343e-06,3.521685271404755e-15,0.0,0.01076728332819989,1.2427950690791933e-256,0.00022669856935559487,1.4763431516084475e-23,2.687172405437429e-214,5.810368812442501e-07,7.601843230718331e-06,1.527946000444395e-34,1.9011027578147776e-13,6.36931631753239e-14,1.3017430826012387e-39,1.2475750129632053e-23,4.338842690388463e-22,5.068497041233917e-68,7.6116633991872225e-16,1.666702076921594e-12,2.8100244681571624e-48,3.650756485435407e-07,4.448884045799385e-05,4.411372554646531e-14,4.26336452236058e-09,0.48269664041128924,2.0669061229783619e-47,0.26786273647347125,1.512152643408362e-13,0.039414671058649195,9.21112498813715e-22,1.72054460078462e-32,0.9288895516890976,1.7779957930210454e-06,2.4061450714175427e-07
0.26640249334170296,0.7198261141661102,0.007617000927611927,0.01076728332819988,0.0,0.014636428997879331,0.006852252984010101,0.0028454148317564798,0.03783539145545792,0.014561617109346996,0.14411525881501774,0.0025154756498592533,0.5514821388293047,0.705143063230634,0.8093149807985026,0.46996581973989404,0.016197372965441045,0.003926826548686879,0.033597456487602984,0.03431975526946924,0.007399606449775506,0.7649338270819767,0.4996487110967819,0.9606343823000008,0.5742492580942389,0.2648941636741409,0.021569768814736417,0.5427245451277453,0.23995966849827746,0.3838216141439199,0.8699859883927819,0.589472243568316,0.5456946599255994,0.5140072008595784,0.662443824499459
0.04787533489002317,0.38314818366948755,1.4768620494111862e-16,1.2427950690794762e-256,0.014636428997879331,0.0,9.625393410955443e-06,3.456797031247669e-13,2.999223199775556e-141,3.001485482954369e-25,0.0015977055631867774,8.358566053565946e-15,1.0980320574659978e-07,3.242814796068012e-09,2.4738499992739497e-27,8.822635378483337e-19,5.345766938391067e-13,3.4441491777588654e-36,5.380603513343441e-11,1.7981900898028787e-05,2.372976264294078e-44,8.102943716194084e-08,0.0018009028474924736,1.6680342118581642e-16,2.7881627938171366e-05,0.021422451153216893,1.2042376389571238e-51,0.3967041212099276,0.06780435580435452,7.131845181717174e-06,9.357908124280687e-16,1.0227325197007031e-16,0.28431118270960654,8.997259626240438e-15,2.0767648791410953e-06
0.003074775714349072,0.8015971042673946,3.069284780854846e-05,0.00022669856935559487,0.006852252984010101,9.625393410955443e-06,0.0,5.1289265446822326e-09,7.482086364465989e-05,0.6676294164272476,0.30231821569193035,0.12134816656139671,0.33828283273746496,0.635913731271217,0.24723937976538035,0.6173974258915993,0.817784973430379,0.06046079626732678,0.0002082276349397345,0.004279131110929718,8.808662643437311e-05,0.5695778019024478,0.0208324576760035,0.06102188925024389,1.262331456727133e-05,0.525213469536474,0.00919649952856532,3.1556795105297857e-09,0.07704311069809157,1.1936237766431417e-07,0.19674373611426396,0.18330894678533813,0.015299225818864792,7.347351615047973e-05,0.984161255423596
0.19569323505613015,0.00776089169300763,1.3942545590234926e-15,1.4763431516084798e-23,0.0028454148317564798,3.456797031247669e-13,5.1289265446822326e-09,0.0,2.105548075259271e-12,0.01029017060724533,0.22133403243914562,1.2256222734429762e-08,7.812430624336624e-05,0.00328758760194913,0.6037088746402878,0.016061411926922977,6.332696390048381e-05,2.608351570025439e-15,5.578630011794139e-07,2.231553687792285e-05,1.0950089933586098e-06,0.2437819393571927,0.966861958256247,0.033820608982936394,9.671867415759323e-10,0.0014730493446954318,0.3595699544729044,5.345853568452767e-14,0.5737440416472162,2.666027815945127e-23,0.10948158187800469,0.00011729598658329887,0.07128417564159759,7.416082762156921e-17,0.000119389080838883
8.666136450232064e-06,1.911481556543789e-08,3.908262895302164e-13,2.687172405438346e-214,0.03783539145545792,2.999223199775556e-141,7.482086364465989e-05,2.105548075259271e-12,0.0,0.00014199899049296825,0.0252419373218949,5.3902600612534175e-11,1.864821139745432e-12,3.797122629099526e-10,3.132920454455253e-29,5.2316912308625075e-20,6.732561537172445e-19,3.2607093332988666e-43,5.579077567421494e-54,4.6353621797856886e-38,2.75550377598403e-57,3.2037187072557273e-08,0.02858649283187233,2.536862645782579e-16,9.320117170853036e-10,0.9923663441893176,2.4360958771242145e-60,0.42419261070694037,1.0513850105393083e-08,0.0017782985553766637,6.977048474685945e-22,8.00059466209334e-47,0.8366359137129374,9.014275181359018e-05,3.188997066843179e-08
0.5093169739374753,1.5429517072068282e-05,4.003712245563207e-09,5.810368812442501e-07,0.014561617109346996,3.001485482954369e-25,0.6676294164272476,0.010290170607245349,0.00014199899049296825,0.0,5.3006766200437014e-05,1.892275545391951e-08,0.24380092945858417,0.0020717783320974474,0.17167483642899364,0.17713350531096891,0.00017917543336071857,0.000561811788402631,0.09234189972447307,5.067474906971663e-05,2.6462107980165146e-34,2.4875329566909832e-05,1.7169500687955872e-07,8.133684655053396e-12,0.0008561651139641906,0.2932544606832114,9.102444245488695e-47,4.067252086009867e-09,0.007535768554538144,3.8571880686458013e-07,0.6165544602194577,0.00021823962941662536,0.0173729391015946,0.0001001862063401267,0.2471103231594438
0.7299737662612021,0.3567644067146136,0.04256315538259701,7.601843230718331e-06,0.14411525881501774,0.0015977055631867774,0.30231821569193035,0.22133403243914562,0.0252419373218949,5.3006766200436905e-05,0.0,0.07681422679478804,0.11113667097643733,0.9405948114903756,2.542680676494095e-05,0.0001691266372475563,0.6989153256955163,0.5181922126958352,0.06719959409457811,0.05818887839234629,0.059196063586250534,0.5605278643952409,0.0013605870129069816,0.6978362542032917,0.9931558899047523,0.41543528004928687,0.5456448047381482,0.759975779766051,0.5407202612025828,0.7187584974675638,0.035591854342279246,0.0015382683314692739,0.6134624924754208,0.21438578497421837,0.41770731620195745
0.0679516233647943,2.602353265260209e-09,4.850258564987708e-71,1.527946000444395e-34,0.0025154756498592477,8.358566053565946e-15,0.12134816656139671,1.2256222734429762e-08,5.390260061253379e-11,1.892275545391951e-08,0.07681422679478804,0.0,0.005100352808996438,2.1113577119710667e-09,8.04870759367796e-06,3.602999542884606e-16,2.6082294427349156e-97,9.449894399198802e-115,0.06715553252360933,3.070670163069049e-05,2.2988379686649397e-16,0.43775806297096276,5.5547491413346324e-05,0.05316775782282216,0.0007648470639124485,0.014437801589644816,4.132342555722741e-07,0.9652641246570297,5.189874988478087e-19,0.9668420984628826,0.006908887516746649,6.547867108691018e-07,0.20157462066200665,1.406865112679269e-07,0.3313929992278015
