metric,comparison_type,comparison_value,test_type,statistic,p_value,effect_size,mean_group1,mean_group2,std_group1,std_group2,n_group1,n_group2,is_normal_group1,is_normal_group2,p_adj
box_counting_fd,genre,classical,Mann-Whitney U,36000.0,2.7212512245586568e-05,-0.25773195876288657,1.8529150229132394,1.8556543355816093,0.005619633283952741,0.005859941947239076,97,1000,False,False,0.00010107504548360725
box_counting_fd,genre,jazz,Mann-Whitney U,38410.5,0.0001522919214765247,-0.22947843530591774,1.8539257834930225,1.8555611980490385,0.0057653867429516645,0.005882387245308702,100,997,False,False,0.0005209986787354792
box_counting_fd,genre,pop,Mann-Whitney U,60146.0,0.0006527219323136307,0.2065396188565697,1.8568741298522928,1.8552654762477074,0.005230849319149285,0.005932954756787308,100,997,True,False,0.0018054010893781274
box_counting_fd,genre,metal,Mann-Whitney U,59780.0,0.0010107167190321006,0.19919759277833501,1.8573094837043982,1.8552218098633435,0.008769332049586402,0.005483584626124279,100,997,False,False,0.002681493336207614
box_counting_fd,genre,hip-hop,Mann-Whitney U,59237.0,0.0018851977871621605,0.1883049147442327,1.8570914192420305,1.8552436819257678,0.006661623667830385,0.0057808267511510305,100,997,False,False,0.004760730928877166
box_counting_fd,genre,blues,Mann-Whitney U,43839.0,0.04659123393526038,-0.12058174523570712,1.8543197866364438,1.8555216791780833,0.0043319211466043865,0.006013848728836822,100,997,False,False,0.08355697826866146
box_counting_fd,genre,reggae,Mann-Whitney U,54168.0,0.152869962445887,0.0866198595787362,1.8561301183300176,1.8553401012750168,0.00551555985186757,0.005922167742885227,100,997,False,False,0.22081216797739234
box_counting_fd,mode,1,Mann-Whitney U,128911.5,0.0610657895630671,-0.06812760235947259,1.8551349038036908,1.8559087036295043,0.005316197628821532,0.00677111934926405,704,393,False,False,0.09813040039975496
box_counting_fd,mode,0,Mann-Whitney U,147760.5,0.0610657895630671,0.06812760235947259,1.8559087036295043,1.8551349038036908,0.00677111934926405,0.005316197628821532,393,704,False,False,0.09813040039975496
box_counting_fd,genre,country,Mann-Whitney U,46681.5,0.2942319594530165,-0.06356068204613842,1.8546108525540383,1.855492485003801,0.0036728562087212286,0.006062702169570432,100,997,True,False,0.39030770131522596
box_counting_fd,genre,disco,Mann-Whitney U,51091.0,0.6812828527251485,0.02489468405215647,1.85573392125026,1.855379840199767,0.005866459591926995,0.005892108234520556,100,997,False,False,0.7505658546971976
box_counting_fd,genre,acoustic,Mann-Whitney U,48818.0,0.7327151258640185,-0.02070210631895687,1.8552832659068954,1.8554250413375164,0.004586864322750086,0.006005677577718205,100,997,False,False,0.7836848303040357
box_counting_fd,genre,rock,Mann-Whitney U,48829.0,0.735458071516095,-0.020481444332998998,1.8552645948466935,1.8554269140617092,0.005541221875610436,0.005924365253433211,100,997,False,False,0.7836848303040357
